% 
% 
@RELATION MPOC 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE class {SES, SAN, OAT, SCR, WAL, STL, CE1, CE2, RI2, RI1, SE1, CUS, SC1, SE2, SC2, RUG, BL1, BL2, FL1, FL2, PEA, LIN, ST2, CAN, ST1, ST3, LEN, GRA} 

@DATA 
126.8406696084105,0.0,0.0,1549.1881012400174,16088.555466657906,16088.555466657906,35.687240215461536,-126.84066960852712,-126.84066960852712,53.986320142327244,126.84066960838281,126.84066960838281,0.01280307239229551,0.0,0.0,6.443362332178016,0.0,0.0,BL1
126.89888659818673,0.0,0.0,1579.7965824796938,16103.32741987417,16103.32741987417,33.99413489389105,-126.89888659818737,-126.89888659818737,53.412245920391584,126.89888659809718,126.89888659809718,0.011640775187352391,0.0,0.0,6.593857261962357,0.0,0.0,BL1
126.81221969039352,0.0,0.0,1544.9381513402532,16081.339062714651,16081.339062714651,36.648321015099576,-126.81221969013637,-126.81221969013637,54.40255299462035,126.81221969039359,126.81221969039359,0.01195390513168205,0.0,0.0,6.541983819578387,0.0,0.0,BL1
126.79286325713734,0.0,0.0,1539.880714523283,16076.430172921637,16076.430172921637,37.21151567835498,-126.79286325724493,-126.79286325724493,54.734262647999664,126.79286325741407,126.79286325741407,0.012166128918412721,0.0,0.0,6.519255774725247,0.0,0.0,BL1
126.89188790027006,0.0,0.0,1569.496073034617,16101.551214879506,16101.551214879506,35.363191323967236,-126.89188790013591,-126.89188790013591,53.9833540439701,126.89188790029513,126.89188790029513,0.010384185196804287,0.0,0.0,6.756420770761675,0.0,0.0,BL1
126.85986930941358,0.0,0.0,1561.6935132258702,16093.426441192913,16093.426441192913,36.61560274639303,-126.85986930971137,-126.85986930971137,54.0841274647995,126.85986930948027,126.85986930948027,0.010986532603180861,0.0,0.0,6.666258302441929,0.0,0.0,BL1
126.86616874035494,0.0,0.0,1562.0156841495852,16095.024770808608,16095.024770808608,36.299642933187684,-126.86616874031333,-126.86616874031333,54.5957702754002,126.86616874040999,126.86616874040999,0.010391661387139607,0.0,0.0,6.760064684425617,0.0,0.0,BL1
126.78912880979938,0.0,0.0,1537.6721614272694,16075.483184430763,16075.483184430763,37.06356867102247,-126.7891288097809,-126.7891288097809,54.64104307376825,126.78912880970391,126.78912880970391,0.011656162751881994,0.0,0.0,6.57641585190424,0.0,0.0,BL1
126.99504183545525,0.0,0.0,1577.5526706103353,16127.740650820819,16127.740650820819,33.69170009492808,-126.99504183517034,-126.99504183517034,53.291108816091736,126.99504183555153,126.99504183555153,0.012313962754925616,0.0,0.0,6.511543756290905,0.0,0.0,BL1
126.89990234375,0.0,0.0,1546.3342669657718,16103.5852147107,16103.5852147107,37.46079488884594,-126.89990234378901,-126.89990234378901,54.318931117909074,126.89990234370718,126.89990234370718,0.017357739228843247,0.0,0.0,6.005346443876445,0.0,0.0,BL1
