averate,standard_deviation,skew,kurtosis,entropy
4.862632808379173,4.213018364877423,1.5142430054973908,3.9705709836703074,12.344055811485859
4.896218822997513,4.105515646034213,1.371630148306124,3.1881701602219383,12.361480306848419
4.966398914927285,4.408137660427508,1.6360397808013147,4.4172334122157215,12.33635099519359
4.870288599201266,4.338858282198295,1.6659258093425549,4.623657409834883,12.334603504822368
4.529497400346621,3.906092430775582,1.4722643512638767,3.4380453190133498,12.349723575349541
4.679068645919674,4.0992950267659936,1.545973089542277,3.8840008944832434,12.341834547612063
4.769473287619622,4.156247887604042,1.584731823163624,4.283008990673812,12.347871540213328
4.777674628890061,4.296312657008865,1.6889359023808084,4.75344275940456,12.329275301674556
4.738593926606887,3.9483998904886115,1.2932663907762716,2.689665091934251,12.360524044935902
4.712353251450531,4.234065910696902,1.540890713058525,3.937163658247128,12.312060611648695
5.022786527013789,4.119639736481518,1.2624230776450487,2.6714969098042323,12.370181990757187
4.674101424157938,4.118674398796666,1.6302235898550008,4.532149609606411,12.341703518767641
4.999716675457765,4.510826508088037,1.7709472817275504,5.273165092281099,12.335218777460554
5.01420541029312,4.648212176707162,1.9002248618462605,6.02270471062171,12.32183502939496
4.823892698364856,3.9590588359840018,1.2641972528678567,2.708645804608717,12.369808955358353
4.9653319267575915,4.5353145304194,1.8401011568834849,5.7818751231078345,12.3277272255014
4.891287770326275,4.158634313521268,1.400241921033161,3.074533065434667,12.35557170162373
4.801410594529425,4.17301937881772,1.5360735509970096,3.9863145931802286,12.34454107736004
4.957733403662121,4.41400958413627,1.7350961248145738,5.208506885276586,12.342306335310962
4.784947630171049,4.1878484690000874,1.5678276109297482,4.261741714248632,12.339655927790469
4.762697611332982,3.982570649971124,1.3167227101883627,2.7742396845673083,12.360178381029625
4.935956597091402,4.080110992785922,1.2842909921447305,2.674689542678359,12.366251498721022
4.91623238640645,4.414862254962132,1.7067378903343553,4.879706261034675,12.330755792344922
4.7697385276166075,4.262047232552112,1.722854942789824,4.994282814675645,12.338342003452661
1.7574108959385126,2.9167737409546253,3.3060588003262317,12.488113810469118,11.845277391748972
1.7913887423705825,2.4843185492474396,2.4454913307192974,7.075204910096959,11.949220073589855
1.876123879134956,2.6014136779526282,1.9849135583312922,3.7679110259249455,11.911540058017371
1.7642076708612764,2.838025073438842,3.19744611331348,11.851297104979272,11.870778900562893
1.8242121919975887,2.6366501876145945,2.6072560750951848,8.009674519446616,11.933947773377897
1.825972421068495,2.5993958089024622,2.1828443335609213,4.863444474568959,11.910203418804588
1.9691115967146409,2.38001571002168,1.7862302902387541,3.3714376532361703,12.040986426888868
2.063377288825258,2.3348501735122578,1.461393581079797,1.874700657350572,12.087801086985161
1.8919267575917413,2.5704637033767064,2.0394754085563696,4.169911644570261,11.947574458023814
1.8392283927360409,2.2818186283039013,1.9803188808386651,4.542544422404475,12.036258780312407
1.8120262225906112,2.6603829109908212,2.1814087438121397,4.755728065304299,11.86060033025611
1.7483957501318665,2.7385115770616615,2.968839067668545,10.2074236876319,11.867659296938871
1.7892849069399441,2.268819721651776,2.101360084180923,5.217036273218982,12.026701773790442
1.827560846959536,2.688098844155187,2.482723716450145,6.762703810642494,11.906830998918222
1.7363996684500038,2.36126028462093,2.0469832575024114,4.508287972929741,11.91757059428404
1.7119764900911763,2.5424638540334454,2.3287094813035325,5.752853555427006,11.852059466158607
1.899049054328988,2.689476688221814,2.2666829099473262,5.511199780724986,11.927918428921815
1.793751789616457,2.4342238553033355,2.270408634661213,5.681201411614609,11.975750226058558
1.8849370808529877,2.2912845411046314,1.6731597612580174,2.907494681632871,12.0090002581006
1.7345972421068496,2.9349231524905735,3.0304007770030763,10.806915427740224,11.760909213336873
1.7727285057644488,2.7148930025442763,2.9265752194442927,9.911837987031399,11.894256065788111
1.7355949061864215,2.4913521131387975,2.171904155714584,4.961900337261651,11.873810651714523
1.7438173460929847,2.955424234962039,3.20024233805826,11.801546845577263,11.795594978199883
1.9023163288373144,2.6680279720822404,2.2179349998774596,5.3742791827854095,11.92618283185653
2.1061351819757363,2.3834833058399774,1.4937168656463384,2.181864059074118,12.082692656029568
1.7785698138798884,2.757243347740716,2.402433186008034,5.987525775101922,11.816685756714872
1.8868932258307587,2.3297682304411746,1.927782031998345,4.012404692514061,12.046608393672045
1.6901032326124632,2.3156093401008557,2.389698459458651,6.743628834470172,11.973300062142346
1.9969256273076634,2.4168665522803003,1.674225093108656,2.7130412570171574,12.036587427606753
1.755539145505237,2.3911879994836625,2.386464049683725,6.765971015158451,11.978880409792678
1.9538030291613293,2.617812998152217,2.0829474602679885,4.791183961620533,11.958046354107726
1.8192962097807248,2.2754421069015347,1.9469313562894384,4.050632442596818,12.034375854950719
1.704977771079798,2.3160129938233474,2.3417682744618866,6.35359136897514,11.980462243548544
1.9239183181372919,2.5876903189972715,2.0328431953462687,4.263873193326027,11.955428890938897
1.7141707482480597,2.208036643869488,2.2002291179280062,5.803336884418364,12.019471630908843
1.7669384371938814,2.813451795149103,2.5869651361392543,7.304465851767869,11.801746743322813
1.7733735212116646,2.5512117033881374,2.6506427490196214,8.505222379556761,11.925682020346134
1.8152151307361917,2.43452939526203,2.3408315191817715,6.591681897840312,11.978052568636226
1.7719840253183634,2.812223713667015,2.9224493492384607,10.186804427631227,11.843821581117886
1.73797905206842,2.690590515887874,2.8527579288511964,9.265037001069572,11.874990726501325
1.9192645618265392,2.3180835939810285,1.7930891780303035,3.4133517438114787,12.044061992441684
1.8141782834752467,2.5238969545665584,2.3105438072829636,5.711943541844356,11.954764016565177
1.7112591364629643,2.420858765166992,2.0806883325238585,4.383795282335517,11.879137138455851
1.7812945520307437,2.423868071944127,2.323509852254604,5.852563406935108,11.982832519602729
1.7655971667545776,2.3384886051984917,2.20019649200899,5.45306094097484,11.994020637967132
1.7299043026147238,2.3759292623832886,2.0411898709389935,4.411917853735193,11.90330009237397
1.8176083188908145,2.4819165688846923,1.9674001330004154,3.855844530409258,11.918219824000841
1.9526335619018913,2.3358286589854536,1.6148388716559692,2.336872347552201,12.049364417121222
1.868082284680883,2.665788050947311,2.0696546389554413,4.112691313425926,11.889707404290705
1.7744706502901062,2.8935230672553915,3.1780132154391096,11.911185616209572,11.84545024023811
1.7487303142189736,2.561262912052759,2.7629884965298515,9.160649248009367,11.922257420751931
1.8732544646221083,2.4063594781189956,1.8341265207250055,3.1858225422483493,11.994580968682605
1.7731082812146786,2.4427553486652878,2.0279846061920166,4.325664935277953,11.905537676822542
1.6853168563032175,2.215572760009485,2.2885271183005362,6.18807792647978,12.008394439748484
1.8454856453922086,2.2930035372594024,1.9692114651288652,4.485117280343387,12.028484237936606
1.7577334036621204,2.3291623868915883,1.934145697519272,3.999649710995236,11.935337065668591
1.8170145429884712,2.6895501508280404,2.256082178450048,5.1669797860822335,11.864332832055114
1.8889186948986512,2.7114103520100183,2.2767079073844565,5.498592175220731,11.910716340899803
1.7568020495817949,2.740381468613504,2.5356119688851555,7.022714257366944,11.820738897698401
1.8193052520533495,2.544184379104297,2.134788209993744,4.648309810132913,11.927016672021372
1.8701620073845227,2.308684856560967,1.8613246987684198,3.3414738361110796,12.05157776107711
4.806196970838671,4.222542490722381,1.5084535324071675,3.7472198843011517,12.332660152189437
4.901966694295833,4.054579375728882,1.2963363710612485,2.6937574367250257,12.367620634054498
5.01449174892623,4.113235304655766,1.250804762966776,2.5488438420069626,12.369915200167426
4.898334714791651,4.344058968087612,1.695961706466383,4.918322312184277,12.342032302371294
4.996820134127044,4.464255536958663,1.6664007151359461,4.628343748363147,12.332218880750633
0.495661216185668,0.8787278816710209,2.5827647380415524,9.451370027904542,11.471849474062063
1.1617240599804084,1.487148113270705,2.3588538275579474,8.995903405912667,11.980090407951101
0.4148082284680883,0.7021465954908731,2.09758987769272,6.05864797690729,11.482157290272205
0.8269610428754427,1.423793060701619,2.9157665569406115,12.947838276154686,11.586794716503277
0.8365337954939341,1.2479193820187628,2.6036546170049935,11.021778871791826,11.770850406731522
0.8591183784191093,1.3424749645941378,2.6684099774758074,10.683225872878767,11.72002667492934
0.7473679451435461,1.0668941899187012,1.9849476261022714,5.472476036306784,11.775432109451792
5.618777786150252,4.551823919885723,1.1155726044448397,1.9559301731018204,12.364730489689626
5.758266897746967,4.632759293559999,1.118972052141126,1.815394292663389,12.376318142310748
6.183959008364102,5.055284442386922,1.268625168600858,2.653691993282634,12.375933401532416
5.540022605681561,4.525328475375768,1.1495550056367148,2.0071884543059193,12.363593891125104
6.180097957953432,5.110936267506458,1.3106660066702203,2.806205859097834,12.36937110934272
5.701794891115967,4.612305195653049,1.1461617016344876,1.9138159255581497,12.373669166406101
5.650715093060056,4.612622777002998,1.1962965559366592,2.1970320533860264,12.369742364172234
3.4662828724286037,2.84785455900821,1.0682335974596295,1.9834572189356745,12.340831217387851
4.336447893904001,3.629231939045414,1.1544562040681194,2.610401342239161,12.327983577148997
3.6948052143772134,3.066552183939723,1.06869640999243,1.9868293153050294,12.332725150350928
3.3357606811845377,2.73163784469608,1.0344901633409602,1.7747927989606644,12.340772120216206
3.3362730766332604,2.7316068136349183,1.0407681845386705,1.7583497973301627,12.342427733792805
3.561205636349936,2.9263552318987105,1.0649143073382834,1.9971142008536296,12.340550538020466
3.4484695953583,2.8031321588077365,1.004612404700014,1.4679532851304877,12.350014926437897
1.768336975359807,2.4469242686490627,2.5055702184681277,7.530168207625426,11.963859407086488
1.8815974681636651,2.35919481885876,1.8901666637594647,3.7151960821892756,12.015848649882248
1.7687679903549092,2.449779861726629,2.486513389317102,7.439337518403143,11.9547237144202
1.7028618792856605,2.5649109488365607,2.3735665788411624,6.046247050904846,11.834790894032094
1.8513842212342702,2.537471206783466,2.0682921275527613,4.2752816015550135,11.943215572920309
1.7545324391530404,2.9615799663728604,3.099257190777545,11.51236079219118,11.771457438262317
1.7786421520608846,2.64622988844062,2.84449358526059,9.602437817947672,11.917555196314133
1.9691206389872655,2.670261306488685,2.125389234883431,5.05638944503143,11.949333365641296
1.8802320849973626,2.6557058536670106,2.169003705600309,4.811460484087777,11.915837738461109
1.7809238188531384,2.4729858579460804,2.3396740958404054,6.0805191411449435,11.947031490418103
1.8616411724813504,2.6541141018987524,2.259925842740941,5.381057168811807,11.91894320947761
1.8496752317082361,2.5349062635369655,2.220418994207371,5.18276073741205,11.96785620441253
1.8680250169542612,2.2547782816926754,1.8493001317360411,3.9029703718972337,12.048287307247584
1.7871599728731822,2.4131812976587774,2.28109435128733,5.80678874987291,11.979063660439348
1.84686911310376,2.616828524115768,2.1664877659341486,4.700788726011239,11.913950780850278
1.7514339537337051,2.6538565726153367,2.3687706783320794,5.904179134535758,11.837742533396009
2.1017074824805966,2.4584535283182056,1.6061723211581636,2.673219028707509,12.057224393262802
2.0141029312033756,2.391965763793709,1.7815808261828174,3.4555937641223835,12.059464143702908
1.7081094114987567,2.2770161839400025,2.3654513519638285,6.943610187436223,11.995323174760939
1.8195976188682088,2.4342625671542573,2.402902136972166,7.215522183187188,11.984040382935254
1.823096978373898,2.337077778766684,1.9733179249985573,4.0600964047085695,12.003952532982687
1.8489277371712758,2.3609867107234286,2.0582885376447115,4.854304139012672,12.008207382078208
1.8258036319795041,2.3630938261254943,1.8299688814978885,3.4145401846683487,11.959911725920472
1.6840991635897822,2.307254247866311,2.4437127867052286,7.207798989235187,11.975877242546408
1.8597513375028256,2.311885879362828,1.9187423280642457,3.9636219680801865,12.033408209523026
1.7427413156506668,3.0391987081447285,3.339998837345835,12.893452293827897,11.771058537104079
