% 
% 
@RELATION HaralickColor 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE class {SAN, LEA, WAT, BUB, PIG, STR, WEA, BAR, WOL, RAF, WOO, GRA, BRI} 

@DATA 
1.9069352002175447E-4,254.02443126223343,0.09779115494292083,9.042139958321396,14980.726927692353,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BAR
1.825690290014011E-4,243.70840722847677,0.09830189811129729,9.041340815448747,14872.140342223893,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BAR
1.7366690487053516E-4,266.36158803204876,0.09350471003565662,9.083474265023364,14905.198584053178,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BAR
1.7976414450108946E-4,288.28930329623665,0.09246311959351679,9.089158345475607,15134.432387391409,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BAR
1.7530815922772491E-4,297.2210432974602,0.08996327587038642,9.124559564652333,14925.507556821634,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BAR
1.6532582191900513E-4,272.3878692208925,0.09151248952259204,9.09997542701459,14867.859303951796,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BAR
1.8325190862036894E-4,232.0900425024488,0.10041970475182405,9.016012362966086,15234.954781100998,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BAR
4.441220032245658E-4,90.54228076076375,0.16497745658906662,8.21389914872344,19150.168465525214,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BRI
3.7910337279130417E-4,118.06707512842553,0.14015968927592304,8.389163668001824,18691.391464454497,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BRI
3.495363682382464E-4,164.4276885090541,0.12803702147161714,8.522286436124869,18743.411409272092,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BRI
3.3711016219901876E-4,187.95739817759537,0.12190706048689504,8.560540626249168,18289.136505127368,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BRI
3.657806754227593E-4,160.21388056507027,0.12805216879153733,8.496522109969906,18569.144208974296,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BRI
4.1077239721546105E-4,115.70801736790638,0.14099619443455266,8.336355275722337,18434.317896719574,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BRI
4.221328529131882E-4,109.23934763331742,0.14217983954259691,8.298129667116791,17751.915756760416,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BRI
0.001655244244191582,254.65926950831684,0.12679916557512586,8.917178785772458,8064.44410846049,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BUB
6.475334987478855E-4,211.30520731409,0.1204567759245605,8.926343471344643,8636.89360147876,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BUB
0.001123586172254283,208.6239183280336,0.12989586713497459,8.877692374310456,8506.860034843454,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,BUB
