% 
% 
@RELATION Tamura 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE class {SAN, LEA, WAT, BUB, PIG, STR, WEA, BAR, WOL, RAF, WOO, GRA, BRI} 

@DATA 
2.98583984375,4.272400600012197,386.0,293.0,245.0,228.0,219.0,176.0,187.0,177.0,180.0,199.0,217.0,234.0,233.0,270.0,337.0,263.0,BAR
2.93310546875,4.281429099928719,357.0,358.0,357.0,266.0,257.0,233.0,213.0,189.0,182.0,179.0,179.0,198.0,195.0,203.0,265.0,213.0,BAR
2.8798828125,4.2948061192628915,244.0,222.0,251.0,290.0,336.0,286.0,324.0,305.0,235.0,217.0,203.0,199.0,198.0,186.0,202.0,146.0,BAR
2.822265625,4.272649888458821,162.0,160.0,189.0,219.0,260.0,291.0,367.0,367.0,336.0,287.0,288.0,213.0,194.0,191.0,183.0,137.0,BAR
2.8388671875,4.368518571853391,203.0,176.0,184.0,211.0,211.0,226.0,252.0,315.0,345.0,320.0,308.0,295.0,241.0,214.0,203.0,140.0,BAR
2.861328125,4.347697651850607,257.0,230.0,216.0,191.0,169.0,206.0,191.0,230.0,246.0,270.0,255.0,305.0,309.0,298.0,280.0,191.0,BAR
2.96435546875,4.344103627409447,361.0,345.0,265.0,276.0,233.0,213.0,192.0,187.0,174.0,187.0,209.0,201.0,195.0,258.0,324.0,224.0,BAR
3.35498046875,2.743103847379257,630.0,333.0,220.0,198.0,151.0,151.0,128.0,172.0,148.0,147.0,144.0,153.0,161.0,197.0,376.0,535.0,BRI
3.18359375,2.7902133493118986,316.0,383.0,380.0,349.0,292.0,215.0,197.0,173.0,185.0,184.0,157.0,189.0,192.0,197.0,259.0,176.0,BRI
3.09228515625,2.7384081817305206,166.0,207.0,235.0,337.0,364.0,359.0,337.0,322.0,271.0,218.0,213.0,149.0,163.0,193.0,173.0,137.0,BRI
3.17919921875,2.868787576288079,162.0,155.0,162.0,153.0,181.0,225.0,314.0,720.0,558.0,291.0,184.0,165.0,141.0,140.0,162.0,131.0,BRI
3.15966796875,2.687278415004872,160.0,178.0,178.0,171.0,188.0,192.0,213.0,250.0,325.0,390.0,413.0,352.0,242.0,234.0,216.0,142.0,BRI
3.16845703125,2.6300238397633477,243.0,195.0,193.0,207.0,178.0,209.0,189.0,158.0,179.0,217.0,224.0,336.0,399.0,366.0,332.0,219.0,BRI
3.24169921875,2.540192174254198,390.0,401.0,341.0,293.0,227.0,208.0,160.0,177.0,165.0,141.0,191.0,175.0,200.0,255.0,278.0,242.0,BRI
2.86083984375,4.277522498697054,276.0,238.0,205.0,196.0,209.0,204.0,247.0,253.0,264.0,236.0,248.0,264.0,290.0,279.0,247.0,188.0,BUB
2.9345703125,4.045759974852327,294.0,281.0,235.0,247.0,238.0,202.0,192.0,211.0,226.0,232.0,224.0,238.0,270.0,297.0,262.0,195.0,BUB
2.9560546875,4.0804072111529655,270.0,316.0,270.0,246.0,255.0,229.0,212.0,229.0,218.0,207.0,208.0,233.0,247.0,240.0,275.0,189.0,BUB
2.91796875,4.504593545172051,276.0,281.0,286.0,268.0,291.0,264.0,240.0,250.0,247.0,230.0,205.0,168.0,205.0,212.0,237.0,184.0,BUB
3.0068359375,4.084477826224322,221.0,226.0,241.0,253.0,258.0,273.0,287.0,273.0,298.0,271.0,244.0,225.0,202.0,197.0,229.0,146.0,BUB
2.8876953125,4.089017209196226,211.0,221.0,210.0,235.0,232.0,251.0,269.0,287.0,282.0,244.0,285.0,273.0,232.0,246.0,214.0,152.0,BUB
2.95751953125,4.313505853608186,277.0,279.0,225.0,227.0,201.0,224.0,209.0,219.0,225.0,238.0,230.0,259.0,276.0,291.0,271.0,193.0,BUB
2.90869140625,5.044327899400951,263.0,284.0,235.0,217.0,242.0,229.0,253.0,267.0,245.0,210.0,237.0,260.0,238.0,255.0,227.0,182.0,GRA
2.96240234375,5.064604152327707,243.0,255.0,255.0,234.0,239.0,217.0,231.0,202.0,232.0,231.0,262.0,277.0,259.0,265.0,246.0,196.0,GRA
