% 
% 
@RELATION PHOG 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE 19 REAL
@ATTRIBUTE 20 REAL
@ATTRIBUTE 21 REAL
@ATTRIBUTE 22 REAL
@ATTRIBUTE 23 REAL
@ATTRIBUTE 24 REAL
@ATTRIBUTE 25 REAL
@ATTRIBUTE 26 REAL
@ATTRIBUTE 27 REAL
@ATTRIBUTE 28 REAL
@ATTRIBUTE 29 REAL
@ATTRIBUTE 30 REAL
@ATTRIBUTE 31 REAL
@ATTRIBUTE 32 REAL
@ATTRIBUTE 33 REAL
@ATTRIBUTE 34 REAL
@ATTRIBUTE 35 REAL
@ATTRIBUTE 36 REAL
@ATTRIBUTE 37 REAL
@ATTRIBUTE 38 REAL
@ATTRIBUTE 39 REAL
@ATTRIBUTE 40 REAL
@ATTRIBUTE class {SAN, LEA, WAT, BUB, PIG, STR, WEA, BAR, WOL, RAF, WOO, GRA, BRI} 

@DATA 
0.36183742070849284,0.34616860597742444,0.31308935212682065,0.3160238222902305,0.30223644699395324,0.2740595533591558,0.29194416759215347,0.3151701293764272,0.09088911445650284,0.08658385195151089,0.07925329038484455,0.07568931336528868,0.06792523235720582,0.06083922527416901,0.06859836374548509,0.0789278889405586,0.0882210287200421,0.08624948378819933,0.07828438212865374,0.0833486282659675,0.08195986241700748,0.07468289754050288,0.07951775815156088,0.08273723204713214,0.09656540304971203,0.08971689095915449,0.0792581154661313,0.0778956215720825,0.07616354579017255,0.06918153096406994,0.07134621894405173,0.07813792839670297,0.08616187448223481,0.08361837927856172,0.07629356414719698,0.07909025908689377,0.07618780642955839,0.06935589958041996,0.07248182675106062,0.0753670799920253,BAR
0.27514740029803386,0.28673516974481583,0.2862854418655218,0.28885241790591426,0.28600995537721313,0.32799941625977214,0.4050011464794543,0.35067003592530155,0.06808943618644994,0.07059421797945527,0.06927326736072523,0.06952874880333014,0.06792914795383445,0.07884868676622515,0.09827821335904795,0.08457863445699346,0.06295130502134766,0.06871207192778382,0.07298359779803014,0.07690696556264967,0.0775008249555654,0.08673667315416292,0.10023520674329696,0.08181154841119871,0.07207156626889724,0.07350605802411755,0.07142166324653917,0.06916273998727661,0.06973921753335598,0.0844983988784912,0.10796861237658008,0.09246797299318185,0.07203509282134188,0.07392282181345423,0.07260691346022953,0.07325396355266188,0.0708407649344485,0.07791565746090123,0.09851911400053642,0.09181188006391809,BAR
0.23700951408655196,0.2669408652755341,0.2656612697188034,0.2896397327461198,0.3672944899770202,0.43050351946142623,0.3621102207432751,0.25753120678760816,0.05969348830051918,0.06706373416801607,0.06744828948885567,0.0715089600982756,0.08793065838707478,0.10303827315203194,0.09035441936744955,0.06538253597857639,0.05610703560512461,0.06600138901748893,0.06602157108975153,0.071844854140217,0.09108033782088865,0.1009484965015282,0.08112938170625109,0.05773706957136013,0.059190041644688045,0.06426730653136568,0.06161372056012942,0.07268256030300395,0.09876524827025154,0.11698519301818674,0.09205426695371395,0.06617952377886815,0.06201894853622128,0.06960843555866279,0.07057768858006967,0.07360335820462174,0.08951824549879396,0.10953155678969292,0.0985721527158715,0.06823207745879675,BAR
0.22884037122486595,0.24519484015155948,0.28047593312589536,0.3905186950061073,0.4427308967895797,0.3489571904973531,0.2865962891658054,0.23621487976608446,0.05941628834457878,0.06238158400177607,0.0704125806949702,0.09579065257522441,0.10310252682046968,0.08316505928605508,0.06936677168884778,0.05878554447369733,0.05938313349080207,0.06291300983678132,0.0701661294895187,0.09280604243419044,0.10600038948264444,0.08521979754259883,0.07132879531063929,0.06016773336878499,0.046744306459219086,0.051253600411166306,0.06460107885718139,0.09686067453652511,0.11145504711886965,0.08621947970034381,0.07005234922180106,0.05608254540237289,0.063296642930265,0.0686466459018346,0.07529614408422917,0.10506132546016535,0.12217293336758156,0.09435285396836554,0.07584837294452498,0.06117905652122456,BAR
0.21507103589075943,0.2945741060109278,0.4011228553168009,0.4281788081995809,0.3487760526263512,0.2909399885618931,0.2640350931341842,0.2148060256448399,0.055017182952413826,0.07619135134583886,0.10230440765736493,0.1054194653018845,0.0864659396629052,0.07554940096341448,0.07128820497122149,0.057735816639142026,0.05803999023408951,0.07351200711624807,0.09754090938526319,0.11267942615115947,0.09084390008983372,0.07371248162991105,0.06732381855383368,0.055977774446262105,0.04590563432697826,0.06596769611299233,0.09105216707475887,0.09708105001420465,0.08114278338090831,0.06957272700605337,0.061339481897398546,0.048028035444711986,0.05610822837727948,0.07890305143584311,0.11022537119942147,0.11299886673233205,0.09032342949269108,0.0721053789625219,0.06408358771173182,0.0530643991147213,BAR
0.29835807080227184,0.40100575159602575,0.3812028831356406,0.33655746525042923,0.30920792638775557,0.2809767926184608,0.2581880117971899,0.22394034455944503,0.0765480270004402,0.09774193175341485,0.09284530386935225,0.08433526127888102,0.08068245723204523,0.07524244158519801,0.07032988643755735,0.06123997464119986,0.0723165938347127,0.10118418491252663,0.09728960321605641,0.08233620820320482,0.07404042570800516,0.06748277950068644,0.06422294959408857,0.05522784852614662,0.07090933660984895,0.0955876540126601,0.09460813740343164,0.08461758126044606,0.0764515365923298,0.0699528018097502,0.06343006349613059,0.052441182868113966,0.07858411335727071,0.10649198091742244,0.09645983864680963,0.08526841450789402,0.07803350685536452,0.0682987697228324,0.060205112269419464,0.055031338523980164,BAR
0.3067101304568001,0.30525979142224946,0.2971569574892088,0.30014934427533035,0.28238750503819765,0.2959360142358899,0.36271694345661865,0.3663303182226021,0.07788897041117462,0.07617504014299788,0.07527795695496729,0.07501438938945881,0.07162996691880456,0.07289137437544065,0.08617538303376204,0.09027722798663636,0.07201006490960252,0.07065117839002184,0.06434484945311768,0.06298636081004456,0.061368014060184994,0.0672817875237987,0.08626486091223841,0.0885397333411615,0.07963412348518072,0.07910945588183732,0.08407024151532534,0.09241658706621535,0.08650196237971762,0.08727627884198194,0.10149562965792233,0.09511019656008753,0.07717697165084592,0.0793241170073874,0.07346390956580168,0.0697320070096121,0.06288756167948291,0.06848657349467309,0.0887810698527055,0.09240316033470289,BAR
0.5026122252907178,0.24686588594791686,0.19943545600992046,0.21957303755781124,0.22908259706476758,0.21163610443121658,0.25806850205016124,0.48383033430141437,0.12454706813462132,0.06388123477716498,0.054505803402665844,0.058727309633229946,0.06047303517180348,0.05795125259408425,0.06739441609671976,0.12157866695734977,0.11946125340021767,0.057226988930184665,0.04431938339958191,0.05084567116787592,0.05387463111221476,0.04892840125340647,0.06035037549243388,0.11657742980135204,0.12113425257743,0.06292442351975987,0.05186441933526904,0.05868133992691622,0.06259320065049966,0.05703302868054048,0.07023044531913399,0.12118823499815279,0.13746965117844903,0.06283323872079742,0.04874584987239827,0.05131871682979629,0.0521417301302465,0.04772342190318589,0.060093265141879536,0.1244860025445462,BRI
0.15203734250282208,0.16246547869334857,0.18837269119855898,0.20307178206465676,0.21391358300445082,0.31621288653544216,0.6357668407343595,0.3503013396339015,0.037124516547421355,0.04197621544203378,0.05005632042891722,0.05084159143402314,0.050071255838999754,0.07299410924457043,0.15687262963706233,0.08392410181788164,0.03158080698904633,0.03233646542207893,0.036298512074030544,0.0403134958673025,0.0452105550088051,0.07059362351792976,0.14976152296912965,0.07993570198352005,0.0403920902458339,0.04343359652923974,0.04994400466728154,0.05964781200139894,0.0657982522205604,0.09377944192599601,0.16602252742642487,0.09013198860447251,0.042939928720520375,0.04471920129999209,0.05207385402833265,0.05226888276193554,0.052833519936085205,0.0788457118469451,0.16311016070175846,0.09630954722801689,BRI
0.13252998196814114,0.16779856866488488,0.18058855986020114,0.22095836695827367,0.4326724064353321,0.629952540587694,0.2625822443583831,0.13674906099461373,0.0337473085841789,0.04255000137235452,0.043312173306663204,0.049512669702828145,0.10139586330218099,0.15133499009540735,0.0624082342080797,0.03165806031755998,0.025409792378422776,0.03170985284308148,0.034932054604627887,0.04465285812665698,0.09812329857929293,0.15304807718540284,0.057158279179790675,0.027094250154704683,0.033867700471172144,0.043698549994719574,0.05078016945815641,0.06368759476467141,0.11890768956501051,0.15946554343809594,0.06894686853252287,0.037581238509046065,0.0395051805343684,0.049840164454725076,0.05156416249075163,0.06310524436411816,0.11424555498882083,0.16610392986882405,0.07406886243799664,0.040415512013305406,BRI
0.1394891455596514,0.16602751637855293,0.2275180083732396,0.5528185745010304,0.5506140718143282,0.2206881392586837,0.15889412928756202,0.13047972131415678,0.02968428700247436,0.03479793192329645,0.05072176789128291,0.14239715131522773,0.1417152039312689,0.04851119637302324,0.032865334884690726,0.026867222683865048,0.03063621146427287,0.036241660337437885,0.05299313476528502,0.1539104068630906,0.1571752350457966,0.05533616847127786,0.03702519556295945,0.029140785423016426,0.03652317378598093,0.04542104272413849,0.05845817539179366,0.12451999839305862,0.1245950988006052,0.058254370355505285,0.04428242709517203,0.03548937873995437,0.04264547330692463,0.04956688139367729,0.06534493032488187,0.13199101792964837,0.12712853403662164,0.05858640405888043,0.04472117174473733,0.03898233446732519,BRI
0.150103036110854,0.27452429303322323,0.6301166575717259,0.42549360928555324,0.21247393518316438,0.17641245290822985,0.16910691806596978,0.13553002065377487,0.03215910259907701,0.062432782478026444,0.15134306556083466,0.09924299940937212,0.04472069092643674,0.036102918944863525,0.03388830616997488,0.02744296818806716,0.04018444908860973,0.07162229471237971,0.1597323715725186,0.1154950443530134,0.06081688445155479,0.04960199923655706,0.04821795384614187,0.038066296963933044,0.033250726886770464,0.06113430348286644,0.15803825936389757,0.10304371376538927,0.05059804339919611,0.04360068084748625,0.04110244658806933,0.031701382003521225,0.04450875753639769,0.07933491235994124,0.16100296107450812,0.1077118517577751,0.05633831640597359,0.047106853879323236,0.04589821146178191,0.038319373498255246,BRI
