% 
% 
@RELATION GCH 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE 19 REAL
@ATTRIBUTE 20 REAL
@ATTRIBUTE 21 REAL
@ATTRIBUTE 22 REAL
@ATTRIBUTE 23 REAL
@ATTRIBUTE 24 REAL
@ATTRIBUTE 25 REAL
@ATTRIBUTE 26 REAL
@ATTRIBUTE 27 REAL
@ATTRIBUTE 28 REAL
@ATTRIBUTE 29 REAL
@ATTRIBUTE 30 REAL
@ATTRIBUTE 31 REAL
@ATTRIBUTE 32 REAL
@ATTRIBUTE 33 REAL
@ATTRIBUTE 34 REAL
@ATTRIBUTE 35 REAL
@ATTRIBUTE 36 REAL
@ATTRIBUTE 37 REAL
@ATTRIBUTE 38 REAL
@ATTRIBUTE 39 REAL
@ATTRIBUTE 40 REAL
@ATTRIBUTE 41 REAL
@ATTRIBUTE 42 REAL
@ATTRIBUTE 43 REAL
@ATTRIBUTE 44 REAL
@ATTRIBUTE 45 REAL
@ATTRIBUTE 46 REAL
@ATTRIBUTE 47 REAL
@ATTRIBUTE 48 REAL
@ATTRIBUTE 49 REAL
@ATTRIBUTE 50 REAL
@ATTRIBUTE 51 REAL
@ATTRIBUTE 52 REAL
@ATTRIBUTE 53 REAL
@ATTRIBUTE 54 REAL
@ATTRIBUTE 55 REAL
@ATTRIBUTE 56 REAL
@ATTRIBUTE 57 REAL
@ATTRIBUTE 58 REAL
@ATTRIBUTE 59 REAL
@ATTRIBUTE 60 REAL
@ATTRIBUTE 61 REAL
@ATTRIBUTE 62 REAL
@ATTRIBUTE 63 REAL
@ATTRIBUTE 64 REAL
@ATTRIBUTE 65 REAL
@ATTRIBUTE 66 REAL
@ATTRIBUTE class {TER, SAN, FAB, CLO, FOO, FLO, LEA, WAT, STO, BAR, WHE, MIS, TIL, WOO, BUI, GRA, BRI, PAI, MET} 

@DATA 
2.0,184.0,292.0,1187.0,2565.0,4351.0,5553.0,9062.0,11666.0,16274.0,19277.0,23233.0,32962.0,31245.0,34169.0,27724.0,21492.0,15315.0,5222.0,369.0,0.0,0.0,131.0,1135.0,4781.0,7785.0,11577.0,17617.0,21719.0,24551.0,29423.0,30883.0,27697.0,21732.0,21474.0,18318.0,13923.0,7241.0,2055.0,100.0,2.0,0.0,0.0,0.0,448.0,4059.0,10875.0,17528.0,21017.0,22111.0,24408.0,23721.0,24749.0,23375.0,21438.0,19102.0,16404.0,13955.0,10915.0,6524.0,1480.0,35.0,0.0,0.0,0.0,0.0,BAR
59.0,454.0,4806.0,9692.0,10328.0,11464.0,13733.0,14743.0,16156.0,15635.0,16540.0,16084.0,16534.0,16086.0,16623.0,15380.0,15234.0,13212.0,11819.0,8854.0,6832.0,11876.0,289.0,2539.0,9022.0,10707.0,12756.0,15078.0,16862.0,17442.0,16986.0,17116.0,16572.0,16476.0,16367.0,15933.0,14986.0,14068.0,12925.0,10926.0,8525.0,6237.0,4138.0,6194.0,1604.0,6145.0,11829.0,12359.0,14332.0,16185.0,17078.0,16356.0,16859.0,16414.0,16252.0,16404.0,16650.0,15821.0,15084.0,13768.0,12059.0,9513.0,6919.0,4481.0,2725.0,3307.0,BAR
38983.0,29832.0,23432.0,20748.0,19424.0,14041.0,12126.0,9228.0,8589.0,6959.0,6753.0,5968.0,5600.0,5453.0,4739.0,5111.0,4609.0,4907.0,6083.0,8384.0,21175.0,0.0,63865.0,44397.0,30470.0,18002.0,12491.0,9604.0,8013.0,6719.0,6146.0,5619.0,4899.0,4630.0,3956.0,4300.0,4230.0,4355.0,4729.0,5737.0,6752.0,8945.0,4093.0,192.0,83779.0,48182.0,20427.0,12531.0,9989.0,7341.0,6334.0,5687.0,5253.0,5408.0,4648.0,4340.0,4171.0,4355.0,4287.0,4599.0,5895.0,8623.0,10877.0,4665.0,742.0,11.0,BAR
11306.0,19143.0,20015.0,23908.0,22924.0,24665.0,21971.0,23085.0,19793.0,18774.0,15000.0,12491.0,11097.0,7761.0,5394.0,2941.0,1380.0,379.0,97.0,20.0,0.0,0.0,27183.0,29040.0,31081.0,26960.0,24293.0,23991.0,22255.0,18212.0,15812.0,13385.0,10435.0,7429.0,5771.0,3524.0,1827.0,683.0,216.0,38.0,7.0,2.0,0.0,0.0,28093.0,32013.0,31324.0,28938.0,26868.0,24272.0,21250.0,18056.0,14945.0,11878.0,9162.0,6369.0,4738.0,2579.0,1179.0,381.0,84.0,13.0,2.0,0.0,0.0,0.0,BAR
3.0,155.0,7421.0,12763.0,17262.0,22781.0,27946.0,23398.0,15665.0,9804.0,8524.0,8290.0,9583.0,10299.0,11870.0,12293.0,12802.0,11734.0,10823.0,8430.0,6809.0,13489.0,140.0,2372.0,11747.0,15467.0,22396.0,28826.0,28171.0,19982.0,13047.0,10771.0,10846.0,11472.0,12344.0,12934.0,12564.0,11749.0,10114.0,8042.0,6365.0,4540.0,3226.0,5029.0,1131.0,8103.0,16494.0,19816.0,24981.0,26837.0,23460.0,16595.0,12928.0,11922.0,12031.0,12985.0,13623.0,13153.0,11951.0,10262.0,8068.0,6146.0,4394.0,2911.0,1766.0,2587.0,BAR
33.0,131.0,437.0,1434.0,3465.0,7817.0,10871.0,14587.0,16462.0,20052.0,26001.0,27733.0,32445.0,27751.0,26809.0,18777.0,12251.0,7899.0,3866.0,2885.0,438.0,0.0,91.0,830.0,4966.0,12591.0,17572.0,24541.0,30326.0,31940.0,31736.0,28849.0,24427.0,17146.0,14438.0,9496.0,6154.0,3725.0,2278.0,887.0,125.0,24.0,2.0,0.0,166.0,2584.0,11067.0,25705.0,29482.0,29728.0,30128.0,25464.0,23321.0,20475.0,19243.0,14119.0,10780.0,7835.0,5226.0,3844.0,2240.0,658.0,74.0,5.0,0.0,0.0,BAR
4921.0,15920.0,17752.0,18164.0,14810.0,14396.0,12681.0,12971.0,11576.0,12116.0,11014.0,10972.0,12046.0,10688.0,11678.0,10986.0,11387.0,12549.0,11749.0,11420.0,12348.0,0.0,15827.0,30185.0,24645.0,18348.0,15693.0,15235.0,14206.0,12829.0,12109.0,12204.0,11833.0,10708.0,11545.0,11539.0,11508.0,10167.0,8817.0,7200.0,5269.0,1968.0,306.0,3.0,25091.0,32076.0,22684.0,19853.0,15993.0,14309.0,14464.0,12219.0,11824.0,11900.0,11672.0,12186.0,10784.0,10168.0,9550.0,9473.0,7701.0,6074.0,3505.0,606.0,12.0,0.0,BAR
22.0,1092.0,3954.0,4655.0,5917.0,9434.0,17336.0,24263.0,29449.0,28502.0,27422.0,23314.0,20779.0,16310.0,13611.0,9983.0,7975.0,5599.0,4124.0,2822.0,2018.0,3563.0,612.0,3280.0,4836.0,5776.0,8150.0,14815.0,25685.0,34329.0,33854.0,30353.0,25572.0,20179.0,15577.0,11500.0,8609.0,6101.0,4283.0,2931.0,2040.0,1374.0,892.0,1396.0,2393.0,4997.0,6019.0,7491.0,13007.0,23769.0,33132.0,34394.0,32103.0,27393.0,21372.0,16884.0,12144.0,8898.0,5970.0,4245.0,2852.0,1911.0,1229.0,771.0,471.0,699.0,BAR
6076.0,18118.0,31470.0,42100.0,38722.0,35925.0,26798.0,22596.0,15329.0,10733.0,6306.0,4013.0,2512.0,873.0,395.0,135.0,38.0,5.0,0.0,0.0,0.0,0.0,12146.0,40689.0,64221.0,49834.0,32740.0,25505.0,17195.0,8929.0,5167.0,3399.0,1556.0,503.0,189.0,59.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17109.0,55977.0,58652.0,47664.0,30441.0,23488.0,12891.0,7861.0,4061.0,2532.0,1045.0,322.0,76.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAR
1.0,85.0,3130.0,10332.0,17046.0,21662.0,25702.0,25402.0,24143.0,19786.0,16594.0,13240.0,11496.0,10109.0,10089.0,9313.0,8987.0,7804.0,7050.0,5505.0,4422.0,10246.0,87.0,1317.0,7850.0,14742.0,22368.0,26284.0,27927.0,27154.0,22912.0,18349.0,15066.0,12309.0,10833.0,9995.0,9240.0,8248.0,6968.0,5734.0,4537.0,3259.0,2447.0,4518.0,831.0,5897.0,15526.0,21827.0,24208.0,24721.0,24368.0,22400.0,19844.0,17097.0,14820.0,12780.0,11160.0,10082.0,8857.0,7501.0,5993.0,4603.0,3329.0,2283.0,1525.0,2492.0,BAR
