% 
% 
@RELATION HaralickFull 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE class {190, 070, 191, 071, 072, 073, 074, 075, 076, 077, 110, 078, 111, 079, 112, 113, 114, 115, 116, 117, 118, 119, 080, 081, 082, 083, 084, 085, 086, 087, 120, 088, 121, 001, 089, 122, 002, 123, 003, 124, 004, 125, 005, 126, 006, 127, 007, 128, 008, 129, 009, 090, 091, 092, 093, 094, 095, 096, 097, 130, 010, 098, 131, 011, 099, 132, 012, 133, 013, 134, 014, 135, 015, 136, 016, 137, 017, 138, 018, 139, 019, 140, 020, 141, 021, 142, 022, 143, 023, 144, 024, 145, 025, 146, 026, 147, 027, 148, 028, 149, 029, 150, 030, 151, 031, 152, 032, 153, 033, 154, 034, 155, 035, 156, 036, 157, 037, 158, 038, 159, 039, 160, 040, 161, 041, 162, 042, 163, 043, 164, 044, 165, 045, 166, 046, 167, 047, 168, 048, 169, 049, 170, 050, 171, 051, 172, 052, 173, 053, 174, 054, 175, 055, 176, 056, 177, 057, 178, 058, 179, 059, 180, 060, 181, 061, 182, 062, 183, 063, 184, 064, 185, 065, 186, 066, 187, 067, 100, 188, 068, 101, 189, 069, 102, 103, 104, 105, 106, 107, 108, 109} 

@DATA 
0.4108243969967589,0.1124725341796875,17655.731005461592,6.950889582171729E10,0.9320755004882812,31.997909545898438,1.2357359723242851,1.123242415826264,1.2012024357833464,0.09967460626553049,0.3618700833537014,-0.5432596787850891,0.7587653471941814,0.8655003073997056,001
0.7270535043207929,0.0898590087890625,11735.19608219932,7.662486198129498E10,0.9433822631835938,33.59574890136719,0.436685607196587,0.5915084917885656,0.6537940103786156,0.08168998904239544,0.31272384276157167,-0.2940388744151744,0.4328423002119711,0.6248185289495158,001
0.5605304786004126,0.129791259765625,14484.944761998055,7.7711769353973E10,0.9234161376953125,33.831817626953125,0.7173906064395226,0.87099349295068,0.9609579387185463,0.11274859136599957,0.395974166819818,-0.34145414977770644,0.5552378042537607,0.7080895366489884,001
0.38539265550207347,0.1101226806640625,19268.246982300923,7.22383116663572E10,0.9332504272460938,32.62055969238281,1.1278405342550926,1.0486747981950026,1.1250060238130004,0.0978539326167791,0.3570192016636934,-0.5246032913825848,0.7310118416899327,1.1003646347363218,001
0.5031483307247981,0.0984344482421875,15883.015146599342,7.445122532207144E10,0.9390945434570312,33.11714172363281,0.8744960756712956,0.8850703659799039,0.9532999262489499,0.0886318563764874,0.3320303979290857,-0.49225835640781956,0.6687966649297864,0.8556049799528452,001
0.35691804939415306,0.1993560791015625,20232.855963810016,8.230012488824884E10,0.8886337280273438,34.81816101074219,0.9042801400576721,1.0221781626100224,1.1603612667667558,0.15914870920244795,0.5085122118859848,-0.2689016234564084,0.529591248758052,0.741677158676015,001
0.8814256064360961,0.0410308837890625,11444.623419673078,8.565252332580865E10,0.9677963256835938,35.52009582519531,0.24857777261394887,0.23368777329514204,0.26212821470941355,0.03932767283459526,0.18233364313412198,-0.18866621618651866,0.21613353004753771,0.6128341832203069,001
0.5251405525486916,0.130767822265625,15419.559179589762,7.846123091394632E10,0.9229278564453125,33.993255615234375,0.7496686653560403,0.8665055867985045,0.9571469341098866,0.11346772754066592,0.3978149495236879,-0.34884112857390337,0.5606349826017814,0.7427143743459734,001
0.4872207319131121,0.1159210205078125,15914.057999952833,7.438343033686931E10,0.9303512573242188,33.10209655761719,0.8536421784434154,0.9038112247494255,0.9841615532820475,0.10232627475017608,0.36888887795345626,-0.432561499704616,0.6338803391690866,0.8206945541699927,001
0.3766645429423079,0.1922760009765625,19671.61593946666,8.257926791191806E10,0.8921737670898438,34.87846374511719,0.8805301373864225,0.997254663885613,1.1305302318518586,0.15487382576464626,0.4986138193237889,-0.2719472029041813,0.5269219023084106,0.7335259203817175,001
